tweet,label
nan,BLM
black is real \xf0\x9f\x96\xa4\nblack is lovely \xf0\x9f\x91\xa5\nblack is reckless \xf0\x9f\x92\x80\nbut it still black\xf0\x9f\x91\xa4\n\nblack\nblacklivesmatter\xe2\x80\xa6 https://t.co/xn1wgwgbzu',BLM
biggest hazard 2 self is a faked self from fear of ridicule\n\nwe can lose r self overmanaging other ppl opinions of\xe2\x80\xa6 https://t.co/lvnpelm3f8',BLM
day 24 \xe2\x80\x9c28 days moments in black history that changed the world\xe2\x80\x9d by charles r smith jr blacklivesmatter\xe2\x80\xa6 https://t.co/s72kmwhrvn',BLM
policeaccountability matters - time to make actpolicing &amp; ausfedpolice accountable. \n\nracism in policing is una\xe2\x80\xa6 https://t.co/wpltbmkmrs',BLM
"rt jwhoopes2: \xe2\x80\x9celijah jovan mcclain (february 25, 1996 \xe2\x80\x93 august 30, 2019) was a 23-year-old black massage therapist from aurora, colorado,\xe2\x80\xa6'",BLM
corporations\nremember that blacklivesmatter summer is turning 1 year in june. keepurpromises werewatchinyou.\xe2\x80\xa6 https://t.co/m1mwdu9bdq',BLM
rt chris19d1981: whitelivesmatter as much as blacklivesmatter and fk your racist heart if you think differently \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\xf0\x9f\x92\xaf',BLM
rt domini_templari: blackhistory blacklivesmatter \ndid race deny vietnam vet the medal of honor?... https://t.co/hczjljrd95 via cbsnlive',BLM
dear america:\n\ni\xe2\x80\x99ll take my reparationsnow in bitcoin.\n\npleaseandthankyou.\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x98\x86\n\nblacklivesmatter blackhistorymonth',BLM
rt afrofrontco: new footage reveals that las vegas pd lied about the circumstances regarding their killing of jorge gomez.\n\ngomez was a b\xe2\x80\xa6',BLM
"gop rep. andy biggs, blames mail slowdown on antifa, blacklivesmatter - https://t.co/q5stzy5cr3'",BLM
whitelivesmatter as much as blacklivesmatter and fk your racist heart if you think differently \xf0\x9f\x87\xba\xf0\x9f\x87\xb2\xf0\x9f\x92\xaf',BLM
alicia keys at her very best. \nblackhistorymonth blacklivesmatter blackgirlmagic https://t.co/0i8ghuiar3',BLM
"wed sep 23 2020 providence, rhode island - police pepper spray protesters attempting to block highway watch:\xe2\x80\xa6 https://t.co/jjuktyn2r",BLM
"rt photowarrior: if you can't see the racial bias of police, \n...you are a racist. systemicracism acab ftp \n\ndefund the racist police \xe2\x80\xa6""",BLM
call this group.... this is totally illegal. they can help you for sure...\n\ntenantsrights\nblacklivesmatter\n\n havi\xe2\x80\xa6 https://t.co/xkjstktvox',BLM
call this group.... this illegal. they can help you for sure...\n\ntenantsrights\nblacklivesmatter\n\n having landlord\xe2\x80\xa6 https://t.co/yl9m8zpaho',BLM
nan,BLM
detroitsteel_ call this group.... this illegal. they can help you for sure...\n\ntenantsrights\nblacklivesmatter\n\xef\xbf\xbc\xe2\x80\xa6 https://t.co/zsiawvljl6',BLM
rt callforcongress: a reminder that the first mention *ever* of blacklivesmatter  by rep larsen was on jun 7 2020\n\nno mention of ferguson\xe2\x80\xa6',BLM
"shut it down, shut it down, got 2 shut it down, no choice but 2 shut it down, mandate: shut it down! goodtrouble\xe2\x80\xa6 https://t.co/uqhcweb9di'",BLM
rt shortnsweet915: forlife nicholaspinnock tylaanneharris kirkwrites79 felonious_munk \nsaytheirnames\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4 blacklivesmatter blackhist\xe2\x80\xa6',BLM
"it sure did not go to the billions of $$ in damage to blackownedbusinesses today was caused by ""blacklivesmatter"" https://t.co/uympmvskcg'",BLM
excellence blacklivesmatter blackhistory365 https://t.co/fi2upsqgv7',BLM
"https://t.co/bp3zvxqugk being a racist communist is very, very lucrative blm blacklivesmatter realterrorists'",BLM
rt carleymh22: i will never understand how people can work at a culturally-rich school (as a teacher and community advocate) and not activ\xe2\x80\xa6',BLM
rt iceinactive: black house less person calling for immediate action \n\nhttps://t.co/ezg0cfrxn1 \n\nbe sure to repost and donate goal 15k at\xe2\x80\xa6',BLM
i don\xe2\x80\x99t think that white people understand how difficult it is for firstnations people to navigate the police syst\xe2\x80\xa6 https://t.co/f6wrukbn4l',BLM
rt nerdyinnola: i worked with kids who were mentally ill in the juvenile justice system and there is no excuse for this. none.\nnone.\nnone.\xe2\x80\xa6',BLM
"after kirk triplett placed a blacklivesmatter sticker on his golf bag, he got a letter from a \xe2\x80\x9cfan\xe2\x80\x9d that said i ho\xe2\x80\xa6 https://t.co/cmfr5w6wjj'",BLM
"february 24, 2021\nin memory of katherine johnson, who passed away one year ago today. \nblackhistorymonth\xe2\x80\xa6 https://t.co/epl8man0bu'",BLM
"thehill as long as the gop continues to be the party of trump and white supremacy, i do not want unity. blacklivesmatter'",BLM
rt iceinactive: // abuse \ni\xe2\x80\x99m an immunocompromised black i\xc3\xb1uk who escaped abusive roommates in the previous months now working full time t\xe2\x80\xa6',BLM
"rt bailproject: kyra is not only a bail disruptor for bailproject, but she\xe2\x80\x99s been a leader in the indianapolis blacklivesmatter movement\xe2\x80\xa6'",BLM
"rt spotifyusa: ""songs that get down to the crux of what\'s going on in our lives, from protests to love"" \n\n\xe2\x80\x93  keyonharrold on his blackli\xe2\x80\xa6'",BLM
if you want a communist utopia then kill yourself and hope you reincarnate as a bee. socialism marxism communism\xe2\x80\xa6 https://t.co/qze1eld0xt',BLM
jeef be crazy very erect vine blacklivesmatter',BLM
"rt yawperbi: ""natives [blacks] must be taught from an early age that equality with europeans [whites] is not for them."" how could anyone t\xe2\x80\xa6'",BLM
we need solidarity to overcome rape culture. that\xe2\x80\x99s why i fought for ontherecorddoc even after oprah abandoned it\xe2\x80\xa6 https://t.co/3dope98fba',BLM
"goodnight, nerds! and remember: blacklivesmatter transrightsarehumanrights \xf0\x9f\x8f\xb3\xef\xb8\x8f\xe2\x80\x8d\xf0\x9f\x8c\x88 wearamask \xf0\x9f\x98\xb7'",BLM
"callforcongress i knew ""progressive"" meant nothing when my rep, gerryconnolly sent this mailer out last year. \nhe\xe2\x80\xa6 https://t.co/rty9iril7k'",BLM
ahmaud arbery. say his name. no justice? no peace. ahmaudarbery blacklivesmatter nojusticenopeace',BLM
"sfvas dionlimtv it's just property, why are people so racist towards blacks? blacklivesmatter blackhistorymonth""",BLM
rt dialoguejournal: dr. rebecca de schweinitz shares some of her groundbreaking scholarship on the history of white supremacy at brigham y\xe2\x80\xa6',BLM
rt ofacb: you asked and we found the answers!! \n\nwe have compiled some of the submitted questions about covid19 vaccinations from our prev\xe2\x80\xa6',BLM
\xf0\x9f\x98\xa1\xf0\x9f\x98\xa2\n\njorge gomez was murdered by police. footage from his lawyer clearly shows he was running away\xe2\x80\xa6 https://t.co/gubqcnddwj',BLM
"rt tomika_jester: super proud of amiratrueblood, a student representative of chhseast on the  cherry hill cultural proficiency/ equity/\xe2\x80\xa6'",BLM
"salmansoz washingtonpost what about atrocities against blacks? against asians, indians. blacklivesmatter should\xe2\x80\xa6 https://t.co/00wxwav5h7'",BLM
so glad to see the renowned dr. eric topol post this.\nsarscov2 covid19 wearamask weargoggles stayhome\xe2\x80\xa6 https://t.co/dcu3ykbyk0',BLM
remember my beautiful people without no past there no future and we have come along way!happy black history month!\xe2\x80\xa6 https://t.co/1wkzwukdkd',BLM
frankfigliuzzi1 great commentary tonight on thelastword you said it straight &amp; honest on jan6th vs.\xe2\x80\xa6 https://t.co/x4sfqighl,BLM
sadeabc parisjasonlopez they protesting? i thought joe biden was supposed to handle that. go vote your vote count\xe2\x80\xa6 https://t.co/lovgoxqsmp',BLM
celebrate blacklivesmatter with afrocrowdit and wikimedianyc &amp; wikimediang edit-a-thon!\n\nlearn how wikipedia w\xe2\x80\xa6 https://t.co/sjlnmvkch2',BLM
i worked with kids who were mentally ill in the juvenile justice system and there is no excuse for this. none.\nnone\xe2\x80\xa6 https://t.co/zqo2pwn134',BLM
"decided to check the gofundme although i didnt get any notifications that there were anymore donations and, holy sh\xe2\x80\xa6 https://t.co/h1ylk2flkh'",BLM
rt astrongdream: could you live on a former plantation? his city is full of them jodigomes latoyasgray\nuniqueloves nhannahjones\nblack\xe2\x80\xa6',BLM
rt madalyn4themany: the county attorney &amp; the police are colluding to silence &amp; cage blacklivesmatter protestors! the political prosecuti\xe2\x80\xa6',BLM
"rt petermerlincane: are you black, indigenous, a person of color (bipoc)?\nthen you will know what invalidations are, and it's time to call\xe2\x80\xa6""",BLM
"rt bnp_bexley: as we said from the beginning....keep politics out of sport.\n\nnottingham forest footballer lyle taylor said ""enough was eno\xe2\x80\xa6'",BLM
"yes, he has a mask. it's called white privilege. endracism blacklivesmatter https://t.co/bfksghzmru""",BLM
blacklivesmatter endpolicebrutality nojusticenopeace and so on and so forth... https://t.co/lkgzjjie4n',BLM
rt snocialism: you didn\xe2\x80\x99t say blacklivesmatter until nine months ago and only *after* george floyd was murdered https://t.co/bhinreyhop',BLM
"rt sandela: i wrote my arguments for y\'all in an op-ed for huffpo:\n\n""if we truly want to effect change that could stop police killings of\xe2\x80\xa6'",BLM
rt citizen_x_223: 761sttankbattalion was a separate tank battalion made up of primarily black soldiers.\n\nthey were one of the most effect\xe2\x80\xa6',BLM
"cbsnews kindly request 1/3 of the money blacklivesmatter raised this last year.  they didn\'t use it to help ""thier cause"" scamalert'",BLM
\xe2\x9c\x8a\xf0\x9f\x8f\xbewe will no longer be silent \xe2\x9c\x8a\xf0\x9f\x8f\xbeblacklivesmatter blackhistorymonth blkhistory fyp share tiktok repost https://t.co/fflq2vwn7h',BLM
"rt mamasconpoder: it's time to stop erasing black immigrants out of conversations around immigration. immigrant justice is racial justice.\xe2\x80\xa6""",BLM
"i keep this book close to me, for various reasons. it\xe2\x80\x99s a powerful read \xf0\x9f\x93\x9a, for sure! \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbf\xf0\x9f\x8e\xaf - blacklivesmatter 365-24\xe2\x80\xa6 https://t.co/cvgm2qlm3a'",BLM
rt attorneygriggs: breaking: the family of vincenttruitt responds to the grandjury recommendation and plans to continue the fight for j\xe2\x80\xa6',BLM
masai. keep fighting. keep speaking. people are listening. \nacsosheriffs alanstrickland  blm blacklivesmatter\xe2\x80\xa6 https://t.co/8uq7ecuyck',BLM
built by black history t shirt - builtbyblackhistory political blackhistory africanamerican americanhistory\xe2\x80\xa6 https://t.co/yvlkxavryx',BLM
"rt taylorswift13: racial injustice has been ingrained deeply into local and state governments, and changes must be made there.\xc2\xa0in order fo\xe2\x80\xa6'",BLM
judasandtheblackmessiah  what a brilliant film.... the acting was out of this world... next level!! hope everyone\xe2\x80\xa6 https://t.co/5uiqckyifj',BLM
is emmanueldennis causing more troubles at fccologne? nigeria football bundesliga supereagles belgium\xe2\x80\xa6 https://t.co/1cngss6pru',BLM
nan,BLM
grateful for the wonderful celebration of the launching of the black youth fellowship in the city of toronto. tonig\xe2\x80\xa6 https://t.co/bcdjzrzvvq',BLM
nan,BLM
"blacklivesmatter week has been a blast. the students are coming &amp; are engaged, apply new learning, and share their\xe2\x80\xa6 https://t.co/3lhnqtdadt'",BLM
a reminder that the first mention *ever* of blacklivesmatter  by rep larsen was on jun 7 2020\n\nno mention of fergu\xe2\x80\xa6 https://t.co/lxkk3g1wx9',BLM
"ida b. wells once said, \xe2\x80\x9cthe way to right wrongs is to turn the light of truth upon them.\xe2\x80\x9d thank you,\xe2\x80\xa6 https://t.co/vm6lp6woju'",BLM
"yep, that is about right! there are your demonrats...cancelwoke demonrats blacklivesmatter antifa\xe2\x80\xa6 https://t.co/o5ynyeub0i'",BLM
"rt dartagnan1986: musketeers of the twitch community, we are live \xf0\x9f\x94\xb4 on subnauticaxbox! madmusketeertv xbox  xboxambassadors varietys\xe2\x80\xa6'",BLM
"rt jwhoopes2: \xe2\x80\x9ci can't breathe. i have my id right here. my name is elijah mcclain. that's my house. i was just going home. i'm an introve\xe2\x80\xa6""",BLM
usa got independence in 1775 and even today there is discrimination against blacks with movements like\xe2\x80\xa6 https://t.co/6arw8bgaza',BLM
rt kingjames: y\xe2\x80\x99all know what happens when we show our power. do not get complacent! morethanavote  fairfightaction blacklivesmatter',BLM
"this survey also brings to the surface, entrenched anti-black racism that still persists the uk.\n\njob losses in pan\xe2\x80\xa6 https://t.co/yejwlhqifv'",BLM
rt jennburrill: cops lie...\n\nnew video shows that las vegas police apparently lied when they said that a blacklivesmatter protester was p\xe2\x80\xa6',BLM
you didn\xe2\x80\x99t say blacklivesmatter until nine months ago and only *after* george floyd was murdered https://t.co/bhinreyhop',BLM
"rt find_antoine: we need your help to make sure antoine\xe2\x80\x99s story is known across the bay area, we need to give his story the visibility it\xe2\x80\xa6'",BLM
"\xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8here we go. another anti-cop, pro drug- addled-black martyr/hero march will be cranked up again shortly. \xf0\x9f\x98\xb1\n\n| gra\xe2\x80\xa6 https://t.co/1ywy60znew'",BLM
i support the george floyd justiceinpolicing act &amp; i will continue to work with leaders to find solutions to the s\xe2\x80\xa6 https://t.co/dcagvhfmi8',BLM
"rt replawrence: one year ago, ahmaud arbery was killed for jogging while black.\n\nhe should be alive today.\n\nsay his name. blacklivesmatte\xe2\x80\xa6'",BLM
washingtonpost doesn\xe2\x80\x99t sound like they\xe2\x80\x99re defunding the police to me. \n\nclearly this is an assault on the black co\xe2\x80\xa6 https://t.co/zwf7plweyl',BLM
"rt jaywwalker1: if you don't know about dwayne mcduffie and his extraordinary contribution to the dccomics universe, watch this. even if\xe2\x80\xa6""",BLM
nan,BLM
"rt c82477: virginia is ready for--jcarrollfoy, first woc governor \xf0\x9f\x91\x91rt//follow \n\n\xe2\x9a\xa1\xef\xb8\x8fmother of 2 \n\xe2\x9a\xa1\xef\xb8\x8fdemocrat\n\xe2\x9a\xa1\xef\xb8\x8fu.s. veteran\n\xe2\x9a\xa1\xef\xb8\x8fexperienced p\xe2\x80\xa6'",BLM
the city of temecula created a park with a police station play structure following months of blacklivesmatter pro\xe2\x80\xa6 https://t.co/ijcjvh9f49',BLM
"by all means, keep moving\n\nhttps://t.co/5mbg7shaki\n\nblacklivesmatter blmquotes blm blm2021 equality racism\xe2\x80\xa6 https://t.co/ghfomouz6n'",BLM
forlife nicholaspinnock tylaanneharris kirkwrites79 felonious_munk \nsaytheirnames\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4\xf0\x9f\x96\xa4 blacklivesmatter\xe2\x80\xa6 https://t.co/zeykzpd0he',BLM
rt citizen_x_223: 99th fighter squadron 332nd expeditionary operations group &amp; 447th bombardment group were the tuskegeeairmen\n\n3 dist\xe2\x80\xa6',BLM
zuriadele my heart beat is racing now for malika \xf0\x9f\x98\xb3 i am so worried y\xe2\x80\x99all got me sweating and shaking i am not okay\xe2\x80\xa6 https://t.co/muyshu0vsc',BLM
day 24 of that black ish with mr b. it\xe2\x80\x99s a long but interesting one!\nrepresentationmatters blackhistorymonth\xe2\x80\xa6 https://t.co/2djseybmd0',BLM
"rt everandevermore: this is who george floyd was, a peace activist. a respected community leader. he was murdered by the very issue he was\xe2\x80\xa6'",BLM
blacklivesmatter blackhistorymonth really black history is still the story but yeah. \nplanopolicedept are you ki\xe2\x80\xa6 https://t.co/qkxwlozdc3',BLM
heather gay shouldn\xe2\x80\x99t be claiming blacklivesmatter because she does not know. you are not a friend rhoslcreunion',BLM
"rt rickutto: another life, gone. and for what? we can't keep choosing to ignore things like this. \n\ni'm a black male. i'm a fucking teddy\xe2\x80\xa6""",BLM
vegas cop said 100% blacklivesmatter protester jorge gomez pulled out shotgun and pointed it at them before they s\xe2\x80\xa6 https://t.co/3pr4uiwxck',BLM
rt coachcprice: gameday socks vibe...\xf0\x9f\xa7\xa6\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xf0\x9f\x98\xbe wearewalker playoffmode blacklivesmatter blackhistorymonth \n\n\xf0\x9f\xa7\xa6: rockdelis https://t.co/ymaw\xe2\x80\xa6',BLM
rt iambrattyb: there is a genocide happening in tigray (where i\xe2\x80\x99m from) and so many of us don\xe2\x80\x99t know how our loved ones are doing. i reall\xe2\x80\xa6',BLM
"nowthisnews hrw dreisenheath ""reparations prove blacklivesmatter"". that\'s the whole trick, aye? money motivated\xe2\x80\xa6 https://t.co/zevw3gonak'",BLM
"\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\n\nit\xe2\x80\x99s 10:47pm. my italian wife is going off on this \xe2\x80\x9cbe less white\xe2\x80\x9d bs from cocacola, because she loved drin\xe2\x80\xa6 https://t.co/gjjv9peiyj'",BLM
wonder how much 90 million could have done for this man and probably could have got the mental health he needed. he\xe2\x80\xa6 https://t.co/hjtmm9cqfh',BLM
"rt staterephong: for our blacklivesmatter series today we honor a giant: portrait of louis armstrong, carnegie hall, new york, n.y., ca.\xe2\x80\xa6'",BLM
"if blacklivesmatter really mattered why don't the politicians that thought it was such a statement to paint those\xe2\x80\xa6 https://t.co/v99fjfktkc""",BLM
"it is not possible to shame shameless people into doing the right thing. songs, t-shirts, movies, speeches and sign\xe2\x80\xa6 https://t.co/3w8llvblz3'",BLM
rt celestialsandra: texas has been found in violation of the 1965 voting rights act every decade since its enactment.\n\na brief history of\xe2\x80\xa6',BLM
student activists were inspired by the blacklivesmatter  movement and asked for a school course on african america\xe2\x80\xa6 https://t.co/rwu6unzzt9',BLM
listen to the most recent episode of my podcast: 2bc take on the unbearable whiteness of publishing and how to fix\xe2\x80\xa6 https://t.co/dp9vmruors',BLM
"rt shs_2015_1997: why is murder an appropriate response to property damage, but property damage isn't an appropriate response to murder? \xe2\x80\xa6""",BLM
proof that this summer is gonna be off the chain. bring it. blacklivesmatter acab danielprude protest2021 https://t.co/no4veynfnd',BLM
"mrvibin_ ""i\'m a queer feminist nb trans girl, a proud slut and i\'m also furry trash. love me. heisnotmypresident\xe2\x80\xa6 https://t.co/kd3v8yschu'",BLM
"\xe2\x80\x9celijah jovan mcclain (february 25, 1996 \xe2\x80\x93 august 30, 2019) was a 23-year-old black massage therapist from aurora,\xe2\x80\xa6 https://t.co/miebvxcdvs'",BLM
rt easylilymart: special offer\nper t-shirt design $7. this offer only for you.\ntshirt \ntshirts \ntshirtdesign \ntshirtdesigner\nbarackob\xe2\x80\xa6',BLM
rt i_ammybrand: forlife_abc i am watching this season finale forlife nicholaspinnock abcnetwork blacklivesmatter strongblacklead htt\xe2\x80\xa6',BLM
rt xannova: blackscientist_series autumn ivy neurology studies neurodevelopmental implications of exercise. aims to discover genetic &amp; e\xe2\x80\xa6',BLM
joshuapotash just proves this summer is gonna be off the chain. bring it. blacklivesmatter acab protest2021',BLM
rt ish_the_dish: i stand for black reparations! blacklivesmatter oakedu weareoea',BLM
rt rn00711: what a load of bull! they were warned and ignored it! had it would have been blacklivesmatter\nthey would have called everyone\xe2\x80\xa6',BLM
rt king32830675: jlm3303 y\xe2\x80\x99all see this? get him outta here \xf0\x9f\x98\xadblacklivesmatter\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0kpopstans kpop\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 kpopfans jiminfanart jimin bla\xe2\x80\xa6',BLM
if you believe that blacklivesmatter\xc2\xa0 add your name to the petition of demands here https://t.co/a8qnljjcsi',BLM
this has got to stop! when will we decide we don\xe2\x80\x99t want to pay people to abuse bully and murder?! danielprude was\xe2\x80\xa6 https://t.co/tpl1nmxrnh',BLM
forlife_abc i am watching this season finale forlife nicholaspinnock abcnetwork blacklivesmatter\xe2\x80\xa6 https://t.co/2gjy2vztgy',BLM
we\xe2\x80\x99re done trying to get people to understand b/c they don\xe2\x80\x99t want to understand.\n.\xe2\x81\xa3\nblacklivesmatternyc\xe2\x80\xa6 https://t.co/q0uhhosj1t',BLM
"\xe2\x80\x9ci can't breathe. i have my id right here. my name is elijah mcclain. that's my house. i was just going home. i'm a\xe2\x80\xa6 https://t.co/6mbh2iaasu""",BLM
rt lovey_cm: ryan with the blacklivesmatter shirt unfiltered mafs marriedatfirstsight https://t.co/m6yxgj9phz',BLM
rt charlesleap23: today marks a year ahmaud arbery was murdered in a park while jogging minding his own business. this is why we cry. this\xe2\x80\xa6',BLM
rt allenlellison: blacklivesmatter too\nblacklivesmatter also',BLM
rt iused2bakecakes: this is that nonsense black people keep talking about. the man wason his way home from work and arrested for wwb - wal\xe2\x80\xa6',BLM
jlm3303 y\xe2\x80\x99all see this? get him outta here \xf0\x9f\x98\xadblacklivesmatter\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0kpopstans kpop\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 kpopfans jiminfanart\xe2\x80\xa6 https://t.co/ga4kfromzm',BLM
hear that? crickets. not a word from joecurtatone \n\nhold the svilleschools &amp; somervillepd accountable.\xe2\x80\xa6 https://t.co/5bu6lab62t',BLM
marcoattorney maricopa county needs to drop the charges against peaceful blacklivesmatter protestors.  a society\xe2\x80\xa6 https://t.co/krvgvglrr7',BLM
aca underinsurance the norm fight for &amp; win expanded &amp; improved medicareforall nurses blacklivesmatter 1u\xe2\x80\xa6 https://t.co/4v7atvclru',BLM
"step tf up.  change the world. do what other say you can\xe2\x80\x99t.  practice.  learn, grow.  shit don\xe2\x80\x99t come over night, b\xe2\x80\xa6 https://t.co/tblpbyvagv'",BLM
"rt polisbooks: we are proud to publish some truly amazing and talented black authors, and we pledge to continue to seek out and publish bl\xe2\x80\xa6'",BLM
rt toronto4change: this special program on cbc \xe2\x80\x9cbeing black in canada\xe2\x80\x9d is a truly amazing spotlight that offering in depth coverage on the\xe2\x80\xa6',BLM
rt shs_2015_1997: we need to:\n\n- end qualified immunity \n\n- end the war on drugs \n\n- end mandatory minimums \n\n- pardon all non-violent off\xe2\x80\xa6',BLM
niggers suck blm blackhistorymonth blacklivesmatter blacktwitter',BLM
rt cprice_504: gameday socks vibe...\xf0\x9f\xa7\xa6\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xf0\x9f\x98\xbe wearewalker playoffmode blacklivesmatter blackhistorymonth \n\n\xf0\x9f\xa7\xa6: rockdelis https://t.co/nzpcz\xe2\x80\xa6',BLM
goodtrouble you guys needed to warm me. i am so shook with rage right now at the white supremacists that just open\xe2\x80\xa6 https://t.co/lwtb4sdkwk',BLM
"wed sep 23 2020 portland, oregon - police deploy tear gas and stun grenades against protesters watch:\xe2\x80\xa6 https://t.co/6fiqbdodsu'",BLM
"rt nexusaustralia: privileged to have louiseapryl , founder of the dhadjowa foundation and daughter of aunty tanya day joining our inves\xe2\x80\xa6'",BLM
happy black history month\xf0\x9f\x96\x96\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbd blackhistorymonth blacklivesmatter godblessamerica\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 thestruggleisreal\xe2\x80\xa6 https://t.co/muv1zrrlcn',BLM
happy black history month\xf0\x9f\x96\x96\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbd blackhistorymonth blacklivesmatter godblessamerica\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 thestruggleisreal\xe2\x80\xa6 https://t.co/epdpyyxbeu',BLM
"shirt 54: 2.23.21: this awesome blacklivesmatter shirt is a fundraising collab between theknightsofpin ,\xe2\x80\xa6 https://t.co/wmjmslmvut'",BLM
"rt purplecomm: here\'s our last ""did you know?"" for black history month! blackhistorymonth blacklivesmatter https://t.co/84zm9li9rc'",BLM
send a quote \nspread love \n 100children100reasons morethanadollar blacklivesmatter  bhm blackhistorymonth\xe2\x80\xa6 https://t.co/vhfsqnd6bp',BLM
rt architectureo10: joining twitter to share my story. globevaznis in the bostonglobe: the somerville schools accused my 6 y/o son of se\xe2\x80\xa6',BLM
"another activist shot down by police. not the first time, won\xe2\x80\x99t be the last. blacklivesmatter abolishthepolice https://t.co/a28txillym'",BLM
i had two incredible opportunities to hear from dribram this week! thank you uofr and buffalostate. blackhistorymonth blacklivesmatter',BLM
house democrats reintroduce police reform bill named in honor of george floyd:\nhttps://t.co/zb1upowqta\xe2\x80\xa6 https://t.co/uyhorqz3kp',BLM
"1/6 was an ""insurrection"" because it happened in daylight.\n\nblacklivesmatter and antifa riots aren\'t actually rio\xe2\x80\xa6 https://t.co/ripahx4mak'",BLM
"rt picardonhealth: women landing more leadership jobs, but racialized, indigenous and disabled women lag: study, by tamsinrm\nhttps://t.c\xe2\x80\xa6'",BLM
rt sheperdchick: mtgreenee your an immature pos and do not in anyway represent decent human beings. your time will be short in congress.\xe2\x80\xa6',BLM
"saferstreetsny ericadamsfornyc kgfornyc rayformayor loreesuttonnyc andrewyang 2/2 i've seen squads of bicycli\xe2\x80\xa6 https://t.co/2pdh2kjs5e""",BLM
"americanidol just gave a white woman credit for appropriating a black woman's performance fuckthisshit blacklivesmatter""",BLM
rt exodus_refugee: black lives matter no matter where they are born. it\xe2\x80\x99s time to stop erasing black immigrants out of conversations aroun\xe2\x80\xa6',BLM
"rt bucks: ""it means a lot for the world. i\'m glad to be a part of it.""\n\nblacklivesmatter https://t.co/mf4jviquz",BLM
justiceforelijahmcclain blacklivesmatter what those pigs did to him require us to fight back.',BLM
"your an immature pos and do not in anyway represent decent human beings. your time will be short in congress. oh, a\xe2\x80\xa6 https://t.co/iptlby0jny'",BLM
finally back bro americanairlinesarena been a yr miamiheat vs raptors \xe2\x99\xa5\xef\xb8\x8f courtculture 4 the heat\xe2\x80\xa6 https://t.co/8c48uaynoh',BLM
rt unclestanboogie: i support ending the federal prohibition of cannabis. \n\npass it on. \n\nendcannabisprohibition \nmoreact veterans4cann\xe2\x80\xa6',BLM
"for our blacklivesmatter series today we honor a giant: portrait of louis armstrong, carnegie hall, new york, n.y.\xe2\x80\xa6 https://t.co/nqwxd3qwdu'",BLM
\xe2\x80\x9chate can\xc2\xadnot dri\xc2\xadve out hate; only love can do\xc2\xa0that.\xe2\x80\x9d -mlk blackhistorymonth  blacklivesmatter',BLM
rt tributeprojects: nooneunscripted advocates peaceful civil disobedience. it is the most effective form of protest. assert your rights.\xe2\x80\xa6',BLM
floydshivambu what if she values the life of her fellow black citizen more and shes just trying to protect him\xf0\x9f\xa4\x94 si\xe2\x80\xa6 https://t.co/po95mzxen6',BLM
mtgreenee your an immature pos and do not in anyway represent decent human beings. your time will be short in cong\xe2\x80\xa6 https://t.co/zfnhwqr9zo',BLM
there\xe2\x80\x99s no doubt white police officers have an underlying suspicion of blacks even when those blacks are minding th\xe2\x80\xa6 https://t.co/atcpmikxoe',BLM
cnnpolitics blacklivesmatter \n\ngeorgefloyd \n\ngeorge floyd\xe2\x80\x99s 6-year-old daughter says her \xe2\x80\x98daddy changed the worl\xe2\x80\xa6 https://t.co/fu9gqxwssu',BLM
fbi the hobbs act allows the fbi to investigate police corruption. stop the police from murdering innocents.\xe2\x80\xa6 https://t.co/lht39fyosp',BLM
i stand for black reparations! blacklivesmatter oakedu weareoea',BLM
"rt josephsenyonjo3: at the 1:07:00 mark in the podcast, hebobiwine discusses the horrendous situation in uganda. https://t.co/1sebmmuy1u\xe2\x80\xa6'",BLM
nan,BLM
rt linseygodfrey: just a reminder blacklivesmatter \n\nall black lives \n\nblackhistorymonth',BLM
blacklivesmatter \njusticeforgeorgefloyd \n\nfeds convene grand jury to probe past violent conduct of george floyd\xe2\x80\x99s\xe2\x80\xa6 https://t.co/aylkkakcg,BLM
"it started out as a simple fist study, but later came to represent so much more.\n\nfist blacklivesmatter\xe2\x80\xa6 https://t.co/ixx5zokg1t'",BLM
